"id","zh","pro","sss","ssx","zl","zm","item","ir","iw","jd","wd","jm","zz","ly","xly","class","jjsw","bzsw","xxsw","zcsw","htz","time","update_time"
"10618","K9287","浙江省","丽水市","庆元县",,"Q莲湖村",,"1","1","118.958333","27.508611",,,,,,,,,,,,"2/12/2021 14:05:47"
"10619","K9289","浙江省","丽水市","庆元县",,"Q西洋殿",,"1","1","119.115277","27.680832",,,,,,,,,,,,"2/12/2021 14:05:47"
"10620","K9290","浙江省","丽水市","庆元县",,"Q大池洋村",,"1","1","119.240555","27.502777",,,,,,,,,,,,"2/12/2021 14:05:47"
"10621","K9292","浙江省","丽水市","莲都区",,"Q雾岭头村",,"1","1","119.786944","28.566666",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10622","K9294","浙江省","丽水市","莲都区",,"Q彰口塘村",,"1","1","119.808333","28.563333",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10623","K9298","浙江省","丽水市","莲都区",,"Q梁村",,"1","1","119.767777","28.523054",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10624","K9300","浙江省","丽水市","莲都区",,"Q横岗村",,"1","1","119.791388","28.548888",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10625","K9301","浙江省","丽水市","龙泉市",,"Q供村村",,"1","1","119.255277","28.201944",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10626","K9302","浙江省","丽水市","龙泉市",,"Q建明村",,"1","1","118.908333","28.225554",,,,,,,,,,,,"2/12/2021 14:05:47"
"10627","K9303","浙江省","丽水市","庆元县",,"Q蔡山头",,"1","1","118.977221","27.740277",,,,,,,,,,,,"2/12/2021 14:05:47"
"10628","K9304","浙江省","丽水市","庆元县",,"Q安溪村",,"1","1","119.017499","27.511944",,,,,,,,,,,,"2/12/2021 14:05:47"
"10629","K9305","浙江省","丽水市","庆元县",,"Q斋郎村",,"1","1","119.230832","27.788055",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10630","K9306","浙江省","丽水市","庆元县",,"Q后洋村",,"1","1","119.469721","27.607777",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10631","K9307","浙江省","丽水市","庆元县",,"Q举水乡",,"1","1","119.17611","27.5025",,,,,,,,,,,,"2/12/2021 14:05:47"
"10632","K9308","浙江省","丽水市","云和县",,"Q大源村",,"1","1","119.502222","28.203333",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10633","K9309","浙江省","丽水市","景宁县",,"Q吴山头村",,"1","1","119.677221","27.869443",,,"飞云江",,,,,,,,,"2/12/2021 14:05:47"
"10634","K9310","浙江省","丽水市","景宁县",,"Q杨斜村",,"1","1","119.775277","27.837221",,,,,,,,,,,,"2/12/2021 14:05:47"
"10635","K9311","浙江省","丽水市","景宁县",,"Q深垟村",,"1","1","119.66861","27.82361",,,"飞云江",,,,,,,,,"2/12/2021 14:05:47"
"10636","K9312","浙江省","丽水市","松阳县",,"Q坑里村",,"1","1","119.628054","28.411944",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10637","K9313","浙江省","丽水市","松阳县",,"Q牛角圩村",,"1","1","119.500555","28.353888",,,,,,,,,,,,"2/12/2021 14:05:47"
"10638","K9314","浙江省","丽水市","松阳县",,"Q白麻山村",,"1","1","119.302777","28.394166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10639","K9315","浙江省","丽水市","松阳县",,"Q黄坑口村",,"1","1","119.478332","28.5525",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10640","K9316","浙江省","丽水市","青田县",,"Q武埠村",,"1","1","119.969443","28.393333",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10641","K9317","浙江省","丽水市","青田县",,"Q戈溪村",,"1","1","120.142499","28.27111",,,,,,,,,,,,"2/12/2021 14:05:47"
"10642","K9318","浙江省","丽水市","青田县",,"Q钓滩村",,"1","1","120.115833","28.141388",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10643","K9319","浙江省","丽水市","青田县",,"Q三溪口街道",,"1","1","120.260833","28.18361",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10644","K9320","浙江省","丽水市","莲都区",,"Q小岭根村",,"1","1","119.855277","28.187221",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10645","K9321","浙江省","丽水市","莲都区",,"Q下圩村",,"1","1","119.74361","28.459166",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10646","K9322","浙江省","丽水市","遂昌县",,"Q九龙山",,"1","1","118.882499","28.394166",,,"钱塘江",,,,,,,,,"2/12/2021 14:05:47"
"10647","K9323","浙江省","丽水市","遂昌县",,"Q王村口",,"1","1","118.980277","28.370277",,,"钱塘江",,,,,,,,,"2/12/2021 14:05:47"
"10648","K9324","浙江省","丽水市","遂昌县",,"Q清水源",,"1","1","119.37111","28.740555",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10649","K9325","浙江省","丽水市","云和县",,"Q安溪村",,"1","1","119.580277","28.04361",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10650","K9326","浙江省","丽水市","云和县",,"Q仙茶谷",,"1","1","119.634444","28.286944",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10651","K9327","浙江省","丽水市","云和县",,"Q梅竹村",,"1","1","119.449444","28.029999",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10652","K9328","浙江省","丽水市","云和县",,"Q龙门村",,"1","1","119.505","28.178888",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10653","K9329","浙江省","丽水市","云和县",,"Q双林村",,"1","1","119.391944","28.138333",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10654","K9330","浙江省","丽水市","云和县",,"Q滨湖村",,"1","1","119.488055","28.1075",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10655","K9331","浙江省","丽水市","云和县",,"Q梨庄村",,"1","1","119.63111","28.101666",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10656","K9332","浙江省","丽水市","松阳县",,"Q水南街道",,"1","1","119.469166","28.413055",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10657","K9333","浙江省","丽水市","庆元县",,"Q山根寺",,"1","1","118.988055","27.583888",,,,,,,,,,,,"2/12/2021 14:05:47"
"10658","K9334","浙江省","丽水市","庆元县",,"Q应岭尾村",,"1","1","119.119166","27.620277",,,,,,,,,,,,"2/12/2021 14:05:47"
"10659","K9335","浙江省","丽水市","庆元县",,"Q黄坛村",,"1","1","118.912777","27.667777",,,,,,,,,,,,"2/12/2021 14:05:47"
"10660","K9336","浙江省","丽水市","庆元县",,"Q黄田镇",,"1","1","118.934166","27.764722",,,,,,,,,,,,"2/12/2021 14:05:47"
"10661","K9337","浙江省","丽水市","庆元县",,"Q半岭村",,"1","1","119.353888","27.592499",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10662","K9338","浙江省","丽水市","庆元县",,"Q贤良镇",,"1","1","119.229721","27.644999",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10663","K9339","浙江省","丽水市","庆元县",,"Q巾子峰",,"1","1","118.993333","27.667777",,,,,,,,,,,,"2/12/2021 14:05:47"
"10664","K9340","浙江省","丽水市","庆元县",,"Q荷地镇",,"1","1","119.289444","27.58111",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10665","K9341","浙江省","丽水市","莲都区",,"Q里河村",,"1","1","119.798888","28.38611",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10666","K9342","浙江省","丽水市","景宁县",,"Q三枝树村",,"1","1","119.686388","27.940555",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10667","K9343","浙江省","丽水市","景宁县",,"Q金岱村",,"1","1","119.358888","27.851111",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10668","K9344","浙江省","丽水市","景宁县",,"Q竹山村",,"1","1","119.788055","27.951388",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10669","K9345","浙江省","丽水市","景宁县",,"Q沈坑村",,"1","1","119.774443","28.050277",,,,,,,,,,,,"2/12/2021 14:05:47"
"10670","K9346","浙江省","丽水市","景宁县",,"Q库头村",,"1","1","119.382499","27.747499",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10671","K9347","浙江省","丽水市","景宁县",,"Q道化村",,"1","1","119.436388","27.844166",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10672","K9348","浙江省","丽水市","景宁县",,"Q东垟村",,"1","1","119.624999","27.703611",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10673","K9349","浙江省","丽水市","景宁县",,"Q榅枫村",,"1","1","119.381388","27.914722",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10674","K9350","浙江省","丽水市","景宁县",,"Q凤垟村",,"1","1","119.344166","27.796944",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10675","K9351","浙江省","丽水市","庆元县",,"Q杨楼村",,"1","1","119.129443","27.582777",,,,,,,,,,,,"2/12/2021 14:05:47"
"10676","K9352","浙江省","丽水市","青田县",,"Q瓯南街道",,"1","1","120.28111","28.135555",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10677","K9353","浙江省","丽水市","松阳县",,"Q膳垄村",,"1","1","119.387221","28.433888",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10678","K9354","浙江省","丽水市","松阳县",,"Q苏马坪村",,"1","1","119.386666","28.301666",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10679","K9355","浙江省","丽水市","松阳县",,"Q明源村",,"1","1","119.420554","28.264166",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10680","K9356","浙江省","丽水市","松阳县",,"Q南坑源村",,"1","1","119.568888","28.367499",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10681","K9357","浙江省","丽水市","松阳县",,"Q桐溪村",,"1","1","119.526943","28.454444",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10682","K9358","浙江省","丽水市","遂昌县",,"Q农业园",,"1","1","119.238333","28.619999",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10683","K9359","浙江省","丽水市","遂昌县",,"Q坪峰",,"1","1","118.987221","28.652777",,,"钱塘江",,,,,,,,,"2/12/2021 14:05:47"
"10684","K9360","浙江省","丽水市","遂昌县",,"Q西坑下",,"1","1","118.921388","28.351111",,,"钱塘江",,,,,,,,,"2/12/2021 14:05:47"
"10685","K9361","浙江省","丽水市","遂昌县",,"Q扎腰",,"1","1","119.118888","28.436388",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10686","K9364","浙江省","丽水市","景宁县",,"Q老婆丘",,"1","1","119.604166","27.801111",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10687","K9365","浙江省","丽水市","景宁县",,"Q大仰村",,"1","1","119.756388","27.876388",,,"飞云江",,,,,,,,,"2/12/2021 14:05:47"
"10688","K9380","浙江省","丽水市","缙云县",,"Q黄茶基地",,"1","1","120.316943","28.7025",,,"椒江",,,,,,,,,"2/12/2021 14:05:47"
"10689","K9395","浙江省","丽水市","龙泉市",,"Q墙甲村",,"1","1","118.960555","28.176943",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10690","K9396","浙江省","丽水市","龙泉市",,"Q黄万岱村",,"1","1","119.366666","27.928888",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10691","K9397","浙江省","丽水市","龙泉市",,"Q黄渡村",,"1","1","118.871388","27.949444",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10692","K9398","浙江省","丽水市","龙泉市",,"Q塘上村",,"1","1","118.812222","28.003055",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10693","K9399","浙江省","丽水市","龙泉市",,"Q下乾村",,"1","1","119.203333","28.293333",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10694","K9415","浙江省","丽水市","松阳县",,"Q大岭头村",,"1","1","119.44861","28.364166",,,"瓯江",,,,,,,,,"2/12/2021 14:05:47"
"10695","K9501","浙江省","舟山市","定海区",,"Q鸭蛋山",,"1","1","122.065277","30.011666",,,,,,,,,,,,"2/12/2021 14:05:47"
"10696","K9503","浙江省","舟山市","定海区",,"Q岙山",,"1","1","122.135555","29.946944",,,,,,,,,,,,"2/12/2021 14:05:47"
"10697","K9504","浙江省","舟山市","普陀区",,"Q六横东",,"1","1","122.192499","29.710833",,,,,,,,,,,,"2/12/2021 14:05:47"
"10698","K9508","浙江省","舟山市","定海区",,"Q克冲岗",,"1","1","122.109166","30.06861",,,,,,,,,,,,"2/12/2021 14:05:47"
"10699","K9509","浙江省","舟山市","岱山县",,"Q衢山",,"1","1","122.280832","30.447221",,,,,,,,,,,,"2/12/2021 14:05:47"
"10700","K9510","浙江省","舟山市","岱山县",,"Q秀山",,"1","1","122.144444","30.181666",,,,,,,,,,,,"2/12/2021 14:05:47"
"10701","K9511","浙江省","舟山市","普陀区",,"Q普陀山猫跳",,"1","1","122.390555","29.98361",,,,,,,,,,,,"2/12/2021 14:05:47"
"10702","K9514","浙江省","舟山市","定海区",,"Q大猫",,"1","1","122.029166","29.955555",,,,,,,,,,,,"2/12/2021 14:05:47"
"10703","K9515","浙江省","舟山市","普陀区",,"Q虾峙",,"1","1","122.291944","29.745277",,,,,,,,,,,,"2/12/2021 14:05:47"
"10704","K9517","浙江省","舟山市","嵊泗县",,"Q小洋山",,"1","1","122.05","30.638888",,,,,,,,,,,,"2/12/2021 14:05:47"
"10705","K9518","浙江省","舟山市","定海区",,"Q长白",,"1","1","122.02611","30.195555",,,,,,,,,,,,"2/12/2021 14:05:47"
"10706","K9520","浙江省","舟山市","普陀区",,"Q佛渡",,"1","1","122.027777","29.743888",,,,,,,,,,,,"2/12/2021 14:05:47"
"10707","K9521","浙江省","舟山市","普陀区",,"Q东亭",,"1","1","122.591666","29.864722",,,,,,,,,,,,"2/12/2021 14:05:47"
"10708","K9523","浙江省","舟山市","嵊泗县",,"Q大戢山",,"1","1","122.17361","30.809722",,,,,,,,,,,,"2/12/2021 14:05:47"
"10709","K9525","浙江省","舟山市","嵊泗县",,"Q花鸟",,"1","1","122.67361","30.859166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10710","K9526","浙江省","舟山市","岱山县",,"Q七姐八妹",,"1","1","121.59611","30.248055",,,,,,,,,,,,"2/12/2021 14:05:47"
"10711","K9527","浙江省","舟山市","普陀区",,"Q西磨盘",,"1","1","122.128332","29.575832",,,,,,,,,,,,"2/12/2021 14:05:47"
"10712","K9529","浙江省","舟山市","嵊泗县",,"Q滩浒",,"1","1","121.622221","30.610555",,,,,,,,,,,,"2/12/2021 14:05:47"
"10713","K9532","浙江省","舟山市","普陀区",,"Q六横西",,"1","1","122.076666","29.774166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10714","K9533","浙江省","舟山市","嵊泗县",,"Q马迹山",,"1","1","122.413055","30.675277",,,,,,,,,,,,"2/12/2021 14:05:47"
"10715","K9534","浙江省","舟山市","岱山县",,"Q岱西",,"1","1","122.09361","30.294166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10716","K9535","浙江省","舟山市","定海区",,"Q干榄",,"1","1","122.163611","30.116111",,,,,,,,,,,,"2/12/2021 14:05:47"
"10717","K9536","浙江省","舟山市","普陀区",,"Q桃花",,"1","1","122.284721","29.834444",,,,,,,,,,,,"2/12/2021 14:05:47"
"10718","K9537","浙江省","舟山市","定海区",,"Q马岙",,"1","1","122.105","30.142499",,,,,,,,,,,,"2/12/2021 14:05:47"
"10719","K9538","浙江省","舟山市","定海区",,"Q册子",,"1","1","121.926666","30.088055",,,,,,,,,,,,"2/12/2021 14:05:47"
"10720","K9541","浙江省","舟山市","岱山县",,"Q凤巢岩",,"1","1","122.687499","30.371943",,,,,,,,,,,,"2/12/2021 14:05:47"
"10721","K9542","浙江省","舟山市","嵊泗县",,"Q大黄龙",,"1","1","122.561111","30.666666",,,,,,,,,,,,"2/12/2021 14:05:47"
"10722","K9543","浙江省","舟山市","嵊泗县",,"Q枸杞",,"1","1","122.761111","30.711388",,,,,,,,,,,,"2/12/2021 14:05:47"
"10723","K9544","浙江省","舟山市","嵊泗县",,"Q徐公岛",,"1","1","122.280832","30.642777",,,,,,,,,,,,"2/12/2021 14:05:47"
"10724","K9545","浙江省","舟山市","嵊泗县",,"Q北鼎星",,"1","1","122.387777","30.76",,,,,,,,,,,,"2/12/2021 14:05:47"
"10725","K9547","浙江省","舟山市","定海区",,"Q岑港",,"1","1","121.976666","30.072777",,,,,,,,,,,,"2/12/2021 14:05:47"
"10726","K9548","浙江省","舟山市","定海区",,"Q沥港",,"1","1","121.824166","30.071388",,,,,,,,,,,,"2/12/2021 14:05:47"
"10727","K9550","浙江省","舟山市","岱山县",,"Q黄泽山",,"1","1","122.338333","30.521388",,,,,,,,,,,,"2/12/2021 14:05:47"
"10728","K9551","浙江省","舟山市","定海区",,"Q临城",,"1","1","122.198055","30.006944",,,,,,,,,,,,"2/12/2021 14:05:47"
"10729","K9554","浙江省","舟山市","嵊泗县",,"Q小白山",,"1","1","121.729443","30.584721",,,,,,,,,,,,"2/12/2021 14:05:47"
"10730","K9556","浙江省","舟山市","嵊泗县",,"Q小戟山",,"1","1","122.051944","30.712777",,,,,,,,,,,,"2/12/2021 14:05:47"
"10731","K9557","浙江省","舟山市","普陀区",,"Q普陀山前山",,"1","1","122.390277","29.98361",,,,,,,,,,,,"2/12/2021 14:05:47"
"10732","K9559","浙江省","舟山市","普陀区",,"Q勾山",,"1","1","122.243055","29.980554",,,,,,,,,,,,"2/12/2021 14:05:47"
"10733","K9561","浙江省","舟山市","普陀区",,"Q登步",,"1","1","122.303055","29.879166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10734","K9562","浙江省","舟山市","岱山县",,"Q岱东",,"1","1","122.238888","30.308333",,,,,,,,,,,,"2/12/2021 14:05:47"
"10735","K9563","浙江省","舟山市","定海区",,"Q太平洋",,"1","1","122.09861","30.16",,,,,,,,,,,,"2/12/2021 14:05:47"
"10736","K9567","浙江省","舟山市","定海区",,"Q双桥",,"1","1","122.044444","30.063611",,,,,,,,,,,,"2/12/2021 14:05:47"
"10737","K9568","浙江省","舟山市","嵊泗县",,"Q五龙",,"1","1","122.529166","30.722221",,,,,,,,,,,,"2/12/2021 14:05:47"
"10738","K9569","浙江省","舟山市","定海区",,"Q白泉",,"1","1","122.159444","30.069166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10739","K9591","浙江省","舟山市","定海区",,"Q北蝉",,"1","1","122.252777","30.076388",,,,,,,,,,,,"2/12/2021 14:05:47"
"10740","K9595","浙江省","舟山市","普陀区",,"Q东港",,"1","1","122.324999","30.016666",,,,,,,,,,,,"2/12/2021 14:05:47"
"10741","K9603","浙江省","舟山市","定海区",,"Q千荷",,"1","1","122.153333","30.04611",,,,,,,,,,,,"2/12/2021 14:05:47"
"10742","K9605","浙江省","舟山市","岱山县",,"Q高亭渔港",,"1","1","122.220554","30.222499",,,,,,,,,,,,"2/12/2021 14:05:47"
"10743","K9606","浙江省","舟山市","岱山县",,"Q大衢渔港",,"1","1","122.283054","30.456388",,,,,,,,,,,,"2/12/2021 14:05:47"
"10744","K9608","浙江省","舟山市","普陀区",,"Q南沙",,"1","1","122.408611","29.879166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10745","K9610","浙江省","舟山市","定海区",,"Q小沙",,"1","1","122.015277","30.125277",,,,,,,,,,,,"2/12/2021 14:05:47"
"10746","K9611","浙江省","舟山市","嵊泗县",,"Q绿华",,"1","1","122.601666","30.803333",,,,,,,,,,,,"2/12/2021 14:05:47"
"10747","K9612","浙江省","舟山市","岱山县",,"Q西长沙",,"1","1","122.332777","30.460833",,,,,,,,,,,,"2/12/2021 14:05:47"
"10748","K9614","浙江省","舟山市","普陀区",,"Q小干",,"1","1","122.24611","29.954722",,,,,,,,,,,,"2/12/2021 14:05:47"
"10749","K9615","浙江省","舟山市","普陀区",,"Q沈小",,"1","1","122.29611","29.963888",,,,,,,,,,,,"2/12/2021 14:05:47"
"10750","K9616","浙江省","舟山市","普陀区",,"Q鲁家峙",,"1","1","122.3025","29.935555",,,,,,,,,,,,"2/12/2021 14:05:47"
"10751","K9617","浙江省","舟山市","普陀区",,"Q湖泥",,"1","1","122.189166","29.796666",,,,,,,,,,,,"2/12/2021 14:05:47"
"10752","K9619","浙江省","舟山市","岱山县",,"Q石子门",,"1","1","122.371666","30.470832",,,,,,,,,,,,"2/12/2021 14:05:47"
"10753","K9620","浙江省","舟山市","岱山县",,"Q虎斗",,"1","1","122.191666","30.281666",,,,,,,,,,,,"2/12/2021 14:05:47"
"10754","K9623","浙江省","舟山市","定海区",,"Q南海学校",,"1","1","122.180554","29.994999",,,,,,,,,,,,"2/12/2021 14:05:47"
"10755","K9624","浙江省","舟山市","普陀区",,"Q蜈蚣峙",,"1","1","122.366666","29.954166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10756","K9625","浙江省","舟山市","定海区",,"Q老鼠山屿",,"1","1","122.1","30",,,,,,,,,,,,"2/12/2021 14:05:47"
"10757","K9626","浙江省","舟山市","定海区",,"Q岙山万向",,"1","1","122.15","29.95",,,,,,,,,,,,"2/12/2021 14:05:47"
"10758","K9627","浙江省","舟山市","定海区",,"Q马目",,"1","1","121.95","30.15",,,,,,,,,,,,"2/12/2021 14:05:47"
"10759","K9628","浙江省","舟山市","定海区",,"Q三江码头",,"1","1","122.116666","30.133333",,,,,,,,,,,,"2/12/2021 14:05:47"
"10760","K9629","浙江省","舟山市","岱山县",,"Q金海湾",,"1","1","122.260277","30.239999",,,,,,,,,,,,"2/12/2021 14:05:47"
"10761","K9630","浙江省","舟山市","岱山县",,"Q长涂渔港",,"1","1","122.296944","30.2525",,,,,,,,,,,,"2/12/2021 14:05:47"
"10762","K9631","浙江省","舟山市","岱山县",,"Q高亭新城",,"1","1","122.225554","30.270832",,,,,,,,,,,,"2/12/2021 14:05:47"
"10763","K9632","浙江省","舟山市","定海区",,"Q叉河水库",,"1","1","122.083333","30.06861",,,,,,,,,,,,"2/12/2021 14:05:47"
"10764","K9633","浙江省","舟山市","定海区",,"Q茶人谷",,"1","1","122.055277","30.089444",,,,,,,,,,,,"2/12/2021 14:05:47"
"10765","K9636","浙江省","舟山市","岱山县",,"Q秀山客运中心",,"1","1","122.143888","30.156666",,,,,,,,,,,,"2/12/2021 14:05:47"
"10766","K9643","浙江省","舟山市","普陀区",,"Q西岙",,"1","1","122.362777","29.897499",,,,,,,,,,,,"2/12/2021 14:05:47"
"10767","K9644","浙江省","舟山市","普陀区",,"Q南岙",,"1","1","122.29361","29.991388",,,,,,,,,,,,"2/12/2021 14:05:47"
"10768","K9701","浙江省","舟山市","定海区",,"Q定海一中",,"1","1","122.104444","30.023054",,,,,,,,,,,,"2/12/2021 14:05:47"
"10769","K9702","浙江省","舟山市","岱山县",,"Q下海山",,"1","1","122.412777","30.486666",,,,,,,,,,,,"2/12/2021 14:05:47"
"10770","K9703","浙江省","舟山市","岱山县",,"Q下三星",,"1","1","122.525832","30.484999",,,,,,,,,,,,"2/12/2021 14:05:47"
"10771","K9704","浙江省","舟山市","岱山县",,"Q文崇山",,"1","1","122.441944","30.424999",,,,,,,,,,,,"2/12/2021 14:05:47"
"10772","K9705","浙江省","舟山市","岱山县",,"Q狗头山",,"1","1","122.319443","30.236388",,,,,,,,,,,,"2/12/2021 14:05:47"
"10773","K9706","浙江省","舟山市","岱山县",,"Q大峧山",,"1","1","122.148888","30.219721",,,,,,,,,,,,"2/12/2021 14:05:47"
"10774","K9707","浙江省","舟山市","岱山县",,"Q东垦山",,"1","1","122.126666","30.336388",,,,,,,,,,,,"2/12/2021 14:05:47"
"10775","K9708","浙江省","舟山市","定海区",,"Q金塘港",,"1","1","121.839999","29.991944",,,,,,,,,,,,"2/12/2021 14:05:47"
"10776","K9710","浙江省","舟山市","普陀区",,"Q展茅",,"1","1","122.277777","30.044444",,,,,,,,,,,,"2/12/2021 14:05:47"
"10777","K9711","浙江省","舟山市","岱山县",,"Q沼潭村",,"1","1","122.315277","30.439166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10778","K9712","浙江省","舟山市","嵊泗县",,"Q菜园渔港",,"1","1","122.444444","30.76861",,,,,,,,,,,,"2/12/2021 14:05:47"
"10779","K9714","浙江省","舟山市","嵊泗县",,"Q沈家湾",,"1","1","122.129721","30.602777",,,,,,,,,,,,"2/12/2021 14:05:47"
"10780","K9719","浙江省","舟山市","岱山县",,"Q泥螺山",,"1","1","122.322499","30.414722",,,,,,,,,,,,"2/12/2021 14:05:47"
"10781","K9723","浙江省","舟山市","定海区",,"Q粽子山",,"1","1","122.168888","30.124721",,,,,,,,,,,,"2/12/2021 14:05:47"
"10782","K9724","浙江省","舟山市","定海区",,"Q半洋礁",,"1","1","121.962777","30.017499",,,,,,,,,,,,"2/12/2021 14:05:47"
"10783","K9725","浙江省","舟山市","岱山县",,"Q鱼腥脑",,"1","1","121.860277","30.34361",,,,,,,,,,,,"2/12/2021 14:05:47"
"10784","K9726","浙江省","舟山市","岱山县",,"Q蚊虫山",,"1","1","122.247221","30.198888",,,,,,,,,,,,"2/12/2021 14:05:47"
"10785","K9727","浙江省","舟山市","岱山县",,"Q花鼓山",,"1","1","122.023332","30.312222",,,,,,,,,,,,"2/12/2021 14:05:47"
"10786","K9728","浙江省","舟山市","定海区",,"Q大五峙",,"1","1","121.894166","30.219999",,,,,,,,,,,,"2/12/2021 14:05:47"
"10787","K9729","浙江省","舟山市","普陀区",,"Q点灯山",,"1","1","122.230554","29.875832",,,,,,,,,,,,"2/12/2021 14:05:47"
"10788","K9731","浙江省","舟山市","岱山县",,"Q交杯山",,"1","1","122.320554","30.18611",,,,,,,,,,,,"2/12/2021 14:05:47"
"10789","K9735","浙江省","舟山市","普陀区",,"Q双塘",,"1","1","122.151111","29.724721",,,,,,,,,,,,"2/12/2021 14:05:47"
"10790","K9738","浙江省","舟山市","嵊泗县",,"Q马廊礁",,"1","1","122.479999","30.669166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10791","K9739","浙江省","舟山市","嵊泗县",,"Q下三横山",,"1","1","122.652777","30.770277",,,,,,,,,,,,"2/12/2021 14:05:47"
"10792","K9742","浙江省","舟山市","岱山县",,"Q开发区",,"1","1","122.110555","30.279999",,,,,,,,,,,,"2/12/2021 14:05:47"
"10793","K9747","浙江省","舟山市","岱山县",,"Q岱西青黑",,"1","1","122.118054","30.301666",,,,,,,,,,,,"2/12/2021 14:05:47"
"10794","K9748","浙江省","舟山市","定海区",,"Q河平村",,"1","1","121.87861","30.012777",,,,,,,,,,,,"2/12/2021 14:05:47"
"10795","K9749","浙江省","舟山市","定海区",,"Q南洞",,"1","1","122.122777","30.090277",,,,,,,,,,,,"2/12/2021 14:05:47"
"10796","K9750","浙江省","舟山市","普陀区",,"Q展茅工业区",,"1","1","122.262222","30.063055",,,,,,,,,,,,"2/12/2021 14:05:47"
"10797","K9751","浙江省","舟山市","定海区",,"Q新螺头",,"1","1","122.019166","30.017777",,,,,,,,,,,,"2/12/2021 14:05:47"
"10798","K9753","浙江省","舟山市","普陀区",,"Q马跳头",,"1","1","122.226388","29.710277",,,,,,,,,,,,"2/12/2021 14:05:47"
"10799","K9754","浙江省","舟山市","普陀区",,"Q大石头",,"1","1","122.239721","29.844166",,,,,,,,,,,,"2/12/2021 14:05:47"
"10800","K9755","浙江省","舟山市","岱山县",,"Q罗家岙水库",,"1","1","122.381388","30.441388",,,,,,,,,,,,"2/12/2021 14:05:47"
